Time	heave [m]	DQF [-]	FQF [-]
2024-11-16T00:17:13.510Z	-0.1112	1011111110000000	1
2024-11-16T00:17:13.901Z	-0.0418	1011111110000000	1
2024-11-16T00:17:14.291Z	 0.1064	1011111110000000	1
2024-11-16T00:17:14.681Z	-0.0809	1011111110000000	1
2024-11-16T00:17:15.071Z	-0.0502	1011111110000000	1
2024-11-16T00:17:15.461Z	 0.1359	1011111110000000	1
2024-11-16T00:17:15.851Z	 0.2730	1011111110000000	1
2024-11-16T00:17:16.241Z	 0.3144	1011111110000000	1
2024-11-16T00:17:16.631Z	 0.8495	1011111110000000	1
2024-11-16T00:17:17.021Z	 0.9865	1011111110000000	1
2024-11-16T00:17:17.411Z	 0.1522	1011111110000000	1
2024-11-16T00:17:17.801Z	-0.3477	1011111110000000	1
2024-11-16T00:17:18.191Z	-1.0754	1011111110000000	1
2024-11-16T00:17:18.581Z	-1.1279	1011111110000000	1
2024-11-16T00:17:18.971Z	-0.9994	1011111110000000	1
2024-11-16T00:17:19.361Z	-0.6695	1011111110000000	1
2024-11-16T00:17:19.751Z	-0.2123	1011111110000000	1
2024-11-16T00:17:20.141Z	 0.2773	1011111110000000	1
2024-11-16T00:17:20.531Z	 0.6185	1011111110000000	1
2024-11-16T00:17:20.921Z	 0.5948	1011111110000000	1
2024-11-16T00:17:21.311Z	 0.4513	1011111110000000	1
2024-11-16T00:17:21.701Z	 0.4963	1011111110000000	1
